gid,sub_code,namt,name,location_t,location_e,version,sourcethm,icon_url
"189","47010",โรงเรียนวัดดอนจั่น,WAT DON CHAN SCHOOL,ทางหลวงแผ่นดินหมายเลข 11,HIGHWAY 11,"1",Schools_landmark,./0.png
"190","47010",โรงเรียนวัดมะฮกฟ้า,WAT MAHOK FA SCHOOL,ถนนโยธาธิการ ชม. (สันมะฮกฟ้า-สันป่าค่า),YOTHATHIKAN CHIANG MAI RD. (SAN MA HOK FA-SAN PA KHA),"1",Schools_landmark,./0.png
"191","47020",โรงเรียนเทคโนโลยีเอเชีย,ASIA TECHNOLOGY SCHOOL,ถนนเมืองเชียงใหม่ด้านใต้,MUEANG CHIANG MAI DAN TAI RD.,"1",Schools_landmark,./0.png
"192","47010",โรงเรียนวัดเสาหิน,WAT SAO HIN SCHOOL,ซอยมหิดล 6,SOI MAHIDON 6,"1",Schools_landmark,./0.png
"193","47010",โรงเรียนวัดสันป่าค่า,WAT SAN PA KHA SCHOOL,ถนนโยธาธิการ ชม. (สันมะฮกฟ้า-สันป่าค่า),YOTHATHIKAN CHIANG MAI RD. (SAN MA HOK FA-SAN PA KHA),"1",Schools_landmark,./0.png
"194","47010",โรงเรียนวัดป่าแดด,WAT PA DAET SCHOOL,ซอยป่าแดดเหนือ 4,SOI PA DAET NUEA 4,"1",Schools_landmark,./0.png
"195","47010",โรงเรียนวัดเชียงขาง,WAT CHAING KHANG SCHOOL,,,"1",Schools_landmark,./0.png
"196","47010",โรงเรียนนานาชาติล้านนา,NANA INTERNATIONAL SCHOOL,ทางหลวงแผ่นดินหมายเลข 108,HIGHWAY 108,"1",Schools_landmark,./0.png
"197","47010",โรงเรียนศิริมังคลาจารย์,SIRI MANGKHALACHAN SCHOOL,ถนนรวมใจ,RUAM CHAI RD.,"1",Schools_landmark,./0.png
"198","47010",โรงเรียนบ้านแม่เหี้ยะสามัคคี,BAN MAE HIA SAMAKKHI SCHOOL,ถนนโยธาธิการ ชม. (หมู่ที่ 4 บ้านท่าข้าม-หมู่ที่ 1 ตำบลแม่เหี้ยะ),YOTHATHIKAN CHIANG MAI RD. (MU 4-BAN THA KHAM-MU 1 TAMBON MAE HIA),"1",Schools_landmark,./0.png
"199","47010",โรงเรียนวัดช้างค้ำ,WAT CHANG KHAM SCHOOL,,,"1",Schools_landmark,./0.png
"200","47010",โรงเรียนรัฐราษฎรบำรุง,RAT RAT BAMRUNG SCHOOL,ทางรถไฟสายเหนือ,NORTHERN RAILWAY,"1",Schools_landmark,./0.png
"201","47010",โรงเรียนวัดนันทาราม,WAT NANTHARAM SCHOOL,ถนนรพช. ชม. 5250 (บ้านยวม-บ้านโชค),RO PHO CHO. CHIANG MAI 5250 RD. (BAN YUAM-BAN CHOK),"1",Schools_landmark,./0.png
"202","47010",โรงเรียนบ้านตองกาย,BAN TONG KAI SCHOOL,ทางหลวงแผ่นดินหมายเลข 121,HIGHWAY 121,"1",Schools_landmark,./0.png
"203","47010",โรงเรียนวัดพระนอนหนองผึ้ง (จันทราษฎร์ประสาท),WAT PHRA NON NONG PHUENG SCHOOL (CHANTHA RAT PRASAT),ทางหลวงแผ่นดินหมายเลข 106,HIGHWAY 106,"1",Schools_landmark,./0.png
"204","47010",โรงเรียนวัดบ้านน้อย,WAT BAN NOI SCHOOL,ถนนโยธาธิการ ชม. (บ้านน้อย-ถนนดอนจั่น-น้ำพุร้อน),YOTHATHIKAN CHIANG MAI RD. (BAN NOI-DON CHAN RD.-NAMPHU RON),"1",Schools_landmark,./0.png
"205","47010",โรงเรียนวัดดอนชัย,WAT DON CHAI SCHOOL,ถนนโยธาธิการ ชม. 2171 (เลียบแม่น้ำปิง),YOTHATHIKAN CHIANG MAI 2171 RD. (LIAP PING RIVER),"1",Schools_landmark,./0.png
"206","47010",โรงเรียนชุมชนวัดศรีคำชมภู,WAT SI KHAM CHOMPHU COMMUNITY SCHOOL,ถนนรพช. ชม. 4249 (บ้านสันป่าค่า-บ้านไชยสถาน),RO PHO CHO. CHIANG MAI 4249 RD. (BAN SAN PA KHA-BAN CHAIYA SATHAN),"1",Schools_landmark,./0.png
"207","47010",โรงเรียนสหศีกษา,SAHA SUEKSA SCHOOL,ทางหลวงแผ่นดินหมายเลข 11,HIGHWAY 11,"1",Schools_landmark,./0.png
"208","47010",โรงเรียนบ้านดอนปิน,BAN DON PIN SCHOOL,ถนนเมฆราประชาบำรุง,MEKHARA PRACHA BANRUNG RD.,"1",Schools_landmark,./0.png
"209","47010",โรงเรียนสืบนทีธรรม,SUEP NATHI THAM SCHOOL,ถนนโยธาธิการ ชม. 2171 (เลียบแม่น้ำปิง),YOTHATHIKAN CHIANG MAI 2171 RD. (LIAP PING RIVER),"1",Schools_landmark,./0.png
"210","47010",โรงเรียนวัดกองทราย,WAT KONG SAI SCHOOL,ทางหลวงแผ่นดินหมายเลข 106,HIGHWAY 106,"1",Schools_landmark,./0.png
"211","47010",โรงเรียนวัดเทพาราม,WAT THEPHARAM SCHOOL,ถนนรพช. ชม. 4090 (บ้านชมพู-บ้านบวกค้าง),RO PHO CHO. CHIANG MAI 4090 RD. (BAN CHOMPHU-BAN BUAK KHANG),"1",Schools_landmark,./0.png
"212","47010",โรงเรียนนานาชาติเกรซเชียงใหม่,GRACE INTERNATIONAL SCHOOL,ถนนครุยบุณยสิงห์,KRUI PUNYASINGH RD.,"1",Schools_landmark,./0.png
"213","47010",โรงเรียนวัดป่ากล้วย,WAT PA KLUAI SCHOOL,ถนนโยธาธิการ ชม. 2171 (เลียบแม่น้ำปิง),YOTHATHIKAN CHIANG MAI 2171 RD. (LIAP PING RIVER),"1",Schools_landmark,./0.png
"214","47010",โรงเรียนบ้านฟ่อน,BAN FON SCHOOL,ถนนบ้านกองขิง,BAN KONG KHING RD.,"1",Schools_landmark,./0.png
"215","47010",โรงเรียนบ้านป่าตาล,BAN PA TAN SCHOOL,ทางหลวงแผ่นดินหมายเลข 121,HIGHWAY 121,"1",Schools_landmark,./0.png
"216","47010",โรงเรียนบ้านต้นเกว๋น,BAN TON KWEN SCHOOL,ถนนรพช. ชม. 4002 (บ้านสันป่าสัก-บ้านต้นเกว๋น),RO PHO CHO. CHIANG MAI 4002 RD. (BAN SAN PA SAK-BAN TON KWAEN),"1",Schools_landmark,./0.png
"217","47010",โรงเรียนวัดป่าตาล,WAT PA TAN SCHOOL,ถนนรพช. ชม. 4090 (บ้านบวกค้าง-บ้านชมพู),RO PHO CHO. CHIANG MAI 4090 RD. (BAN BUAK KHANG-BAN CHOMPHU),"1",Schools_landmark,./0.png
"218","47010",โรงเรียนวัดท่าใหม่อิ,WAT THA MAI-I SCHOOL,ถนนคสล. ตะแกงหมู่ที่ 5,KHO SO LO. TAKAENG MU 5 RD.,"1",Schools_landmark,./0.png
"219","47010",โรงเรียนวัดท่าต้นกวาว,WAT THA TON KWAO SCHOOL,ถนนรพช. ชม. 4090 (บ้านบวกค้าง-บ้านชมพู),RO PHO CHO. CHIANG MAI 4090 RD. (BAN BUAK KHANG-BAN CHOMPHU),"1",Schools_landmark,./0.png
"220","47010",โรงเรียนป่างิ้ว,PA NGIO SCHOOL,ทางหลวงแผ่นดินหมายเลข 121,HIGHWAY 121,"1",Schools_landmark,./0.png
"221","47010",โรงเรียนวัดบวกครกเหนือ,WAT BUAK KHROK NUEA SCHOOL,ทางหลวงแผ่นดินหมายเลข 121,HIGHWAY 121,"1",Schools_landmark,./0.png
"222","47010",โรงเรียนวัดเวฬุวัน,WAT WELUWAN SCHOOL,ถนนเชียงใหม่-ลำพูน,CHIANGMAI-LAMPHUN RD.,"1",Schools_landmark,./0.png
"223","47010",โรงเรียนบ้านสันป่าสัก (สันผักหวานวิทยานุเคราะห์),BAN SAN PA SAK SCHOOL (SAN PHAK WAN WITTHAYANUKHRO),ทางหลวงแผ่นดินหมายเลข 108,HIGHWAY 108,"1",Schools_landmark,./0.png
"224","47010",โรงเรียนบ้านไร่,BAN RAI SCHOOL,,,"1",Schools_landmark,./0.png
"225","47010",โรงเรียนวัดตำหนัก,WAT TAMNAK SCHOOL,ถนนคอนกรีตเสริมไม้ไผ่บ้านตำหนักหมู่ที่ 1,BAN TAMNAK MU 1 CONCRETE SOEM MAI PHAI RD.,"1",Schools_landmark,./0.png
"226","47010",โรงเรียนสารภีพิทยาคม,SARAPHI PHITTHAYAKHOM SCHOOL,ถนนเชียงใหม่-ลำพูน,CHIANGMAI-LAMPHUN RD.,"1",Schools_landmark,./0.png
"227","47010",โรงเรียนวัดพญาชมภู,WAT PHAYA CHOMPHU SCHOOL,ถนนโยธาธิการ ชม. (หมู่บ้านพญาชมภู),YOTHATHIKAN CHIANG MAI RD. (MU BAN PHAYA CHOMPHU),"1",Schools_landmark,./0.png
"228","47010",โรงเรียนบ้านสันผักหวาน,BAN SAN PHAK WAN SCHOOL,ถนนโยธาธิการ ชม. 2006 (ทางหลวงแผ่นดินหมายเลข 108-บ้านวังสิงห์คำ),YOTHATHIKAN CHIANG MAI 2006 RD. (HIGHWAY 108-BAN WANG SING KHAM),"1",Schools_landmark,./0.png
"229","47010",โรงเรียนวรานีกูล,WARANIKUN SCHOOL,ถนนเชียงใหม่-ลำพูน,CHIANGMAI-LAMPHUN RD.,"1",Schools_landmark,./0.png
"230","47010",โรงเรียนวัดศรีโพธาราม (เตชะเทพอุทิศ),WAT SI PHOTHARAM SCHOOL (TECHA THEP UTHIT),ถนนเชียงใหม่-ลำพูน,CHIANGMAI-LAMPHUN RD.,"1",Schools_landmark,./0.png
"231","47010",โรงเรียนบ้านต้นงิ้ว,BAN TON NGIO SCHOOL,ถนนโยธาธิการ ชม. 2006 (ทางหลวงแผ่นดินหมายเลข 108-บ้านวังสิงห์คำ),YOTHATHIKAN CHIANG MAI 2006 RD. (HIGHWAY 108-BAN WANG SING KHAM),"1",Schools_landmark,./0.png
"232","47010",โรงเรียนบ้านท้าวบุญเรือง,BAN THAO BUN RUEANG SCHOOL,ทางหลวงแผ่นดินหมายเลข 108,HIGHWAY 108,"1",Schools_landmark,./0.png
"233","47010",โรงเรียนวัดวังสิงห์คำ,WAT WANG SING KHAM SCHOOL,ถนนบ้านน้ำบ่อเย็น,BAN NAM BO YEN RD.,"1",Schools_landmark,./0.png
"234","47010",โรงเรียนบ้านกอสะเลียม,BAN KO SALIAM SCHOOL,ถนนรพช. ชม. 3039 (บ้านแช่ช้าง-บ้านร้องก่องข้าว),RO PHO CHO. CHIANG MAI 3039 RD. (BAN CHAE CHANG-BAN RONG KONG KHAO),"1",Schools_landmark,./0.png
"235","47010",โรงเรียนบ้านดง,BAN DONG SCHOOL,ถนนคสล. หมู่ที่ 1 (ข้างบ้านพัก),KHO SO LO. MU 1 RD. (KHANG BAN PHAK),"1",Schools_landmark,./0.png
"236","47010",โรงเรียนบ้านหนองหอย,BAN NONG HOI SCHOOL,ถนนโยธาธิการ ชม. 2061 (บ้านร้อยพร้อม-บ้านหนองหอย-บ้านโป่ง),YOTHATHIKAN CHIANG MAI 2061 RD. (BAN ROI PHROM-BAN NONG HOI-BAN PONG),"1",Schools_landmark,./0.png
"237","47010",โรงเรียนว้ดสันต้นกอก,WAN SAN TON KOK SCHOOL,ถนนโยธาธิการ ชม. (บ้านตำหนัก-บ้านสันป่ากว๋าว),YOTHATHIKAN CHIANG MAI RD. (BAN TAMNAK-BAN SAN PA KWAO),"1",Schools_landmark,./0.png
"238","47010",โรงเรียนวัดหนองแฝก (ปัญญาราษฎร์เจริญสุข),WAT NONG FAEK SCHOOL (PANYA RAT CHAROEN SUK),,,"1",Schools_landmark,./0.png
"239","47010",โรงเรียนวัดช่างคำ,WAT CHANG KHAM SCHOOL,,,"1",Schools_landmark,./0.png
"240","47010",โรงเรียนบ้านวังศรี,BAN WANG SI SCHOOL,ถนนชลประทาน,CHONLAPRATHAN RD.,"1",Schools_landmark,./0.png
"241","47010",โรงเรียนวัดบุปผาราม,WAT BUPPHARAM SCHOOL,ถนนโยธาธิการ ชม. (บ้านธิป่าแดง-โรงเรียนบ้านบุปผาราม),YOTHATHIKAN CHIANG MAI RD. (BAN THI PA DAENG-RONG RIAN BAN BUPPHARAM),"1",Schools_landmark,./0.png
"242","47010",โรงเรียนวัดจอมทอง,WAT CHOM THONG SCHOOL,ถนนรพช. ชม. 3011 (บ้านต้นงิ้ว-บ้านจอมทอง),RO PHO CHO. CHIANG MAI 3011 RD.(BAN TON NGIO-BAN CHOM THONG),"1",Schools_landmark,./0.png
"243","47010",โรงเรียนวัดสารภี (สมบรูณ์ประชาสฤษฎ์),WAT SARAPHI SCHOOL (SOMBUN PRACHA SARIT),ทางหลวงแผ่นดินหมายเลข 106,HIGHWAY 106,"1",Schools_landmark,./0.png
"244","47010",โรงเรียนบ้านน้ำแพร่,BAN NAM PHRAE SCHOOL,,,"1",Schools_landmark,./0.png
"245","47010",โรงเรียนหางดงสังฆราษฏร์อุปถัมภ์,HANG DONG SANGKHARAT UPPATHAM SCHOOL,ถนนเชียงใหม่-ฮอด,CHIANG MAI-HOT RD.,"1",Schools_landmark,./0.png
"246","47010",โรงเรียนวัดกู่แดง,WAT KU DAENG SCHOOL,,,"1",Schools_landmark,./0.png
"247","47010",โรงเรียนบ้านสันทราย,BAN SAN SAI SCHOOL,ถนนลาดยางเลียบคันคลองชลประทาน (ช่างคำน้อย-สันทราย-สารภี-ขุนคง),LAT YANG LIAP KAN KHLONG CHONLAPRATHAN RD. (CHANGKHAMNOI-SANSAI-SARAPHI-KHUNDON),"1",Schools_landmark,./0.png
"248","47010",โรงเรียนบ้านร้องก่องข้าว,BAN RONG KONG KHAO SCHOOL,ถนนรพช. ชม. 3039 (บ้านแช่ช้าง-บ้านร้องก่องข้าว),RO PHO CHO. CHIANG MAI 3039 RD. (BAN CHAE CHANG-BAN RONG KONG KHAO),"1",Schools_landmark,./0.png
"249","47010",โรงเรียนเวียงเศรษฐีวิทยา,WIANG SETTHI WITTHAYA SCHOOL,ถนนโยธาธิการ ชม. 2080 (บ้านปากกอง-บ้านหนองสี่แจ่ง),YOTHATHIKAN CHIANG MAI 2080 RD. (BAN PAK KONG-BAN NONG SI CHAENG),"1",Schools_landmark,./0.png
"250","47010",โรงเรียนบ้านทรายมูล (นารถเกษมสงเคราะห์),BAN SAI MUN SCHOOL (NAT KASEM SONGKHRO),ถนนเชียงใหม่-ฮอด,CHIANG MAI-HOT RD.,"1",Schools_landmark,./0.png
"251","47010",โรงเรียนบ้านปากเหมือง,BAN PAK MUEANG SCHOOL,ถนนรพช. ชม. 4091 (บ้านป่าเดื่อ-บ้านร้องปู่หม่น),RO PHO CHO. CHIANG MAI 4091 RD. (BAN PA DUEA-BAN RONG PU MON),"1",Schools_landmark,./0.png
"252","47010",โรงเรียนวัดแม่สะลาบ,WAT MAE SALAP SCHOOL,ถนนโยธาธิการ ชม. (บ้านแม่สะลาบ-บ้านร่มป่าตอง),YOTHATHIKAN CHIANG MAI RD. (BAN MAE SALAP-BAN ROM PA TONG),"1",Schools_landmark,./0.png
"253","47010",โรงเรียนบ้านต้นแก้ว,BAN TON KAEO SCHOOL,ถนนโยธาธิการ ชม. 2024 (ทางแยกเข้าบ้านถวาย),YOTHATHIKAN CHIANG MAI 2024 RD. (THANG YAEK KHAO BAN THAWAI),"1",Schools_landmark,./0.png
"254","47010",โรงเรียนหางดงรัฐราษฎร์อุปถัมภ์,HANG DONG RAT RAT UPPATHAM SCHOOL,ถนนเชียงใหม่-ฮอด,CHIANG MAI-HOT RD.,"1",Schools_landmark,./0.png
"255","47010",โรงเรียนชุมชนวัดปากกอง (อินทราษฎร์ประสิทธิ์วิทยา),WAT PAK KONG COMMUNITY SCHOOL (INTHARAT PRASIT WITTHATA),ถนนโยธาธิการ ชม. 2080 (บ้านปากกอง-บ้านหนองสี่แจ่ง),YOTHATHIKAN CHIANG MAI 2080 RD. (BAN PAK KONG-BAN NONG SI CHAENG),"1",Schools_landmark,./0.png
"256","47010",โรงเรียนวัดไชยสถาน,WAT CHAI SATHAN SCHOOL,ถนนชลประทาน,CHONLAPRATHAN RD.,"1",Schools_landmark,./0.png
"257","47010",โรงเรียนเยาวลักษณ์วิทยาหางดง,YAOWALAK WITTHAYA HANG DONG SCHOOL,ถนนโยธาธิการ ชม. (บ้านสันปูเลย-บ้านหนองแก๋ว),YOTHATHIKAN CHIANG MAI RD. (BAN SAN PU LOEI-BAN NONG KAEO),"1",Schools_landmark,./0.png
"258","47010",โรงเรียนบ้านหนองโขง,BAN NONG KHONG SCHOOL,ถนนลาดยางเลียบคันคลองชลประทาน (ช่างคำน้อย-สันทราย-สารภี-ขุนคง),LAT YANG LIAP KAN KHLONG CHONLAPRATHAN RD. (CHANGKHAMNOI-SANSAI-SARAPHI-KHUNDON),"1",Schools_landmark,./0.png
"259","45110",โรงเรียนวัดขัวมุง,WAT KHUA MUNG SCHOOL,ถนนโยธาธิการ ชม. 2043 (บ้านขัวมุง-บ้านเดื่องก),YOTHATHIKAN CHIANG MAI 2043 RD. (BAN KHUA MUNG-BAN DUEA NGOK),"1",Schools_landmark,./0.png
"260","47010",โรงเรียนวัดศรีสุพรรณ,WAT SI SUPHAN SCHOOL,ถนนโยธาธิการ ชม. (บ้านสันปูเลย-บ้านหนองแก๋ว),YOTHATHIKAN CHIANG MAI RD. (BAN SAN PU LOEI-BAN NONG KAEO),"1",Schools_landmark,./0.png
"261","47010",โรงเรียนบ้านแสนตอ,BAN SAEN TO SCHOOL,,,"1",Schools_landmark,./0.png
"262","47010",โรงเรียนวัดขุนคง,WAT KHUN KHONG SCHOOL,ถนนลาดยางเลียบคันคลองชลประทาน (ช่างคำน้อย-สันทราย-สารภี-ขุนคง),LAT YANG LIAP KAN KHLONG CHONLAPRATHAN RD. (CHANGKHAMNOI-SANSAI-SARAPHI-KHUNDON),"1",Schools_landmark,./0.png
"263","47010",โรงเรียนวัดหัวดง,WAT HUA DONG SCHOOL,ถนนรพช. ชม. 4091 (บ้านป่าเดื่อ-บ้านร้องปู่หม่น),RO PHO CHO. CHIANG MAI 4091 RD. (BAN PA DUEA-BAN RONG PU MON),"1",Schools_landmark,./0.png
"264","47020",โรงเรียนเทคโนโลยีไทยญี่ปุ่น-เยอรมัน,THAI JAPAN-GERMANY TECHNOLOGY SCHOOL,,,"1",Schools_landmark,./0.png
"265","47010",โรงเรียนบ้านท่าขุนคง,BAN THA KHUN KHONG SCHOOL,ถนนชลประทาน,CHONLAPRATHAN RD.,"1",Schools_landmark,./0.png
"266","47010",โรงเรียนวัดศรีล้อม,WAT SI LOM SCHOOL,ทางหลวงแผ่นดินหมายเลข 108,HIGHWAY 108,"1",Schools_landmark,./0.png
"267","47010",โรงเรียนวัดอุทุมพราราม,WAT UTHUM PHARARAM SCHOOL,ถนนโยธาธิการ ชม. 2043 (บ้านขัวมุง-บ้านเดื่องก),YOTHATHIKAN CHIANG MAI 2043 RD. (BAN KHUA MUNG-BAN DUEA NGOK),"1",Schools_landmark,./0.png
"268","47010",โรงเรียนบ้านร้องแหย่ง,BAN RONG YAENG SCHOOL,,,"1",Schools_landmark,./0.png
"269","47010",โรงเรียนวัดสันดอนมูล,WAT SAN DON MUN SCHOOL,ถนนรพช. ชม. 5207 (บ้านแคว-บ้านในแคว),RO PHO CHO. CHIANG MAI 5207 RD. (BAN KHWAE-BAN NAI KHWAE),"1",Schools_landmark,./0.png
